Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn
21,1,2,3,72.47,280,0
63,0,2,9,97.14,220,0
40,0,2,2,74.54,234,1
64,0,0,14,34.5,211,1
60,0,3,15,38.78,154,0
41,1,0,8,38.36,395,1
52,1,3,11,51.47,361,1
19,0,4,11,85.31,408,0
38,0,3,15,61.25,268,1
23,1,2,18,83.64,473,0
18,1,4,21,49.9,164,1
45,1,0,23,33.43,317,0
68,0,3,6,34.58,149,1
32,1,2,24,86.29,141,1
61,0,4,13,68.55,459,0
41,0,0,12,35.36,214,0
45,0,0,4,89.83,290,0
64,0,4,15,77.68,229,1
24,1,0,19,48.24,213,1
65,1,0,10,65.6,400,0
55,0,1,17,41.9,351,0
36,0,4,15,79.09,141,1
20,1,1,13,67.28,321,1
23,0,4,1,77.64,53,1
50,1,1,18,62.89,208,1
45,1,1,19,30.95,454,0
38,0,2,5,52.24,254,1
60,0,3,14,38.79,152,1
42,1,3,7,86.72,77,0
63,0,0,24,57.84,299,0
22,1,3,16,93.68,405,0
60,0,0,10,77.0,425,1
65,0,2,7,66.11,163,0
66,0,2,23,31.17,73,1
61,0,4,3,72.37,408,0
46,1,4,23,63.05,131,1
62,1,4,1,63.69,267,1
49,1,1,18,79.52,342,1
48,0,4,3,81.62,288,0
18,1,1,4,37.71,203,0
53,0,3,9,56.82,77,0
49,0,1,23,96.31,387,1
48,1,1,16,85.03,270,1
34,1,4,17,77.84,397,1
32,1,0,17,67.32,110,0
45,0,3,14,41.05,342,1
27,1,4,1,53.66,272,1
64,0,0,24,41.93,88,0
47,1,1,7,72.24,305,0
39,1,0,18,42.92,374,1
19,0,2,12,55.41,274,0
51,0,4,1,78.4,464,0
18,0,2,17,86.49,90,0
22,0,1,22,89.57,170,0
61,0,0,14,81.1,193,1
59,1,2,13,86.45,114,0
54,0,1,7,49.26,313,1
68,1,4,19,39.02,343,0
61,1,0,23,76.65,255,0
34,0,3,20,55.63,233,0
46,1,3,1,40.68,458,0
55,0,1,6,58.52,494,1
20,1,0,19,74.14,59,1
70,0,2,3,67.63,278,0
68,0,3,23,68.46,386,1
68,0,4,22,54.56,393,0
26,1,3,24,61.92,323,1
44,0,1,5,71.31,443,0
56,0,2,19,64.36,268,0
26,1,1,22,56.47,133,0
48,1,1,16,88.7,325,0
28,0,0,16,98.54,389,0
53,1,0,9,45.84,315,0
65,0,4,15,51.64,330,0
57,0,3,21,71.78,216,0
27,1,2,12,31.56,482,1
54,1,4,14,90.25,130,1
29,0,1,23,90.02,384,1
33,1,3,17,97.4,374,1
69,1,3,17,76.65,419,1
30,1,2,8,68.54,367,0
48,0,4,13,54.75,447,1
57,0,3,9,49.5,147,1
48,0,3,6,33.99,87,1
32,0,2,21,36.53,423,1
47,0,3,7,84.86,449,1
39,0,1,5,91.91,81,0
43,0,4,3,76.99,209,0
21,0,0,6,43.84,468,1
40,0,0,15,55.18,313,1
52,0,2,10,32.26,274,1
62,1,0,12,48.16,277,1
59,0,3,10,42.92,310,1
69,0,2,4,72.62,222,1
65,1,0,17,31.76,53,1
62,0,4,12,93.31,392,0
43,0,2,18,38.11,410,1
67,0,2,12,39.02,114,0
67,0,0,1,63.85,324,1
41,1,0,14,78.99,349,0
49,0,0,23,62.49,347,1
61,0,4,20,48.86,90,1
35,0,0,16,56.76,296,1
18,0,0,23,69.58,50,0
53,0,4,15,47.71,314,1
61,0,4,19,39.55,107,0
26,0,2,6,45.61,259,0
69,1,4,8,32.49,77,0
35,1,3,11,66.47,361,1
34,1,3,3,65.01,312,1
18,0,1,1,90.63,280,0
57,1,1,23,86.62,80,0
22,0,1,10,54.02,451,0
33,0,2,8,66.38,474,1
67,1,0,9,86.39,154,0
19,1,0,12,40.14,148,0
19,0,0,21,63.18,197,0
18,1,3,2,52.22,250,0
26,1,1,16,49.82,52,1
22,0,2,2,58.16,107,0
53,1,3,12,53.11,387,1
68,0,3,22,84.18,228,0
59,0,1,4,35.9,81,0
46,1,2,11,98.67,214,1
21,0,3,2,93.85,168,0
48,0,0,19,75.35,380,0
50,1,0,23,56.34,86,1
27,1,3,5,44.0,357,1
36,1,2,2,78.07,484,1
49,1,1,3,37.66,342,1
55,0,1,14,79.43,240,0
38,1,2,11,93.77,246,1
38,1,4,20,58.33,219,1
21,1,1,23,94.07,389,0
51,0,1,17,58.74,79,0
28,1,0,12,35.13,476,0
46,1,3,17,70.33,487,1
30,1,2,17,94.56,98,1
36,0,2,21,44.55,90,1
32,0,1,11,59.65,64,0
61,1,2,10,78.05,425,1
57,1,3,16,51.55,121,0
70,0,2,13,40.9,138,0
30,1,0,12,82.69,326,1
70,1,2,13,31.11,376,1
67,0,2,14,64.76,357,0
43,0,4,7,59.26,226,0
35,0,1,6,65.84,274,1
56,0,4,14,74.66,142,1
51,1,4,14,59.32,261,0
51,0,0,5,70.21,468,1
34,1,2,20,86.6,403,1
66,1,0,2,80.6,382,0
29,1,2,13,65.79,221,1
27,0,4,4,38.45,301,1
40,0,2,7,80.9,266,1
55,1,2,9,89.62,325,0
44,0,3,10,98.37,466,0
51,1,2,23,55.85,306,0
68,1,2,1,62.92,480,0
61,0,1,7,67.03,412,0
31,0,1,18,53.51,338,1
47,0,4,8,44.96,243,0
24,1,0,20,31.14,304,1
66,0,0,20,32.16,299,0
39,1,4,20,54.33,154,1
49,1,4,20,58.4,318,1
22,0,4,16,56.17,310,0
34,1,3,22,99.16,59,1
58,1,2,18,43.22,238,0
19,0,0,9,62.27,459,0
64,0,1,11,51.13,363,1
44,1,2,22,73.69,347,1
23,1,1,11,67.01,206,0
56,1,1,1,60.86,344,0
40,0,0,5,72.8,97,1
70,1,1,15,58.42,197,1
31,1,4,15,53.1,379,0
67,0,1,24,40.19,397,1
61,0,1,19,63.96,323,0
33,0,2,8,30.17,181,1
21,0,1,11,85.93,296,0
24,0,2,16,49.32,345,1
40,0,4,3,44.58,99,0
67,0,3,8,67.31,381,0
30,1,0,6,62.9,451,0
45,1,3,14,43.27,218,0
64,1,1,14,42.26,55,0
59,1,0,9,58.74,250,0
47,1,4,11,72.19,83,0
50,0,2,9,82.6,245,1
31,0,0,10,46.15,303,1
70,1,2,21,36.67,258,1
27,1,4,7,34.68,413,1
35,0,3,24,49.38,272,1
56,1,1,15,47.51,375,1
21,0,4,9,92.13,329,0
23,0,0,18,50.76,251,0
57,0,1,2,32.23,277,1
65,1,3,15,86.7,139,1
69,1,3,18,84.07,468,1
44,1,0,12,79.67,189,0
56,1,0,6,97.78,267,1
50,0,4,14,66.91,65,0
60,1,3,15,68.47,324,0
26,0,4,9,54.68,155,1
23,1,2,20,32.17,322,0
32,0,1,5,71.07,314,1
58,0,2,24,88.98,175,1
34,1,2,4,52.98,242,1
68,0,4,17,82.86,137,0
21,1,3,18,82.26,124,0
70,0,1,20,40.85,292,0
44,1,2,14,73.47,189,0
34,1,2,14,62.4,93,0
46,0,2,7,46.11,399,1
48,0,4,4,34.03,272,0
57,1,2,13,35.1,490,0
44,1,4,3,83.84,352,0
33,1,1,8,38.4,340,1
64,0,2,13,93.39,73,1
28,0,4,18,35.29,105,1
40,1,1,13,74.35,483,0
57,0,1,2,88.67,372,1
18,1,3,9,46.82,292,0
29,1,3,7,60.37,316,0
60,0,3,10,72.52,191,1
36,0,0,13,30.81,188,1
53,1,0,15,83.28,107,0
39,1,1,18,89.1,151,1
44,1,3,10,56.06,187,0
22,0,0,19,76.4,465,0
24,0,2,12,51.18,493,0
58,1,1,4,47.9,144,1
47,0,4,23,90.34,319,1
18,1,1,4,86.35,437,1
38,0,3,23,77.56,324,1
62,0,2,12,90.98,470,0
21,1,3,8,36.09,438,1
28,1,3,5,77.86,299,1
20,0,2,20,88.1,421,0
58,0,1,15,44.24,364,1
40,0,1,17,35.42,423,0
47,1,4,24,79.49,92,1
36,1,2,6,41.46,221,0
70,0,2,8,47.9,220,0
40,0,0,20,67.52,493,0
43,1,0,19,86.13,115,1
26,1,0,24,45.28,480,1
52,1,2,4,66.84,242,0
25,0,3,23,51.56,184,1
64,1,4,24,33.33,258,0
20,0,4,5,89.35,65,0
67,1,0,11,72.45,150,1
43,0,3,23,76.46,195,1
23,1,2,20,76.54,121,1
50,1,0,6,86.38,55,1
25,0,0,9,89.31,417,1
51,1,3,7,34.16,480,1
60,0,1,6,62.35,146,0
26,0,1,3,55.34,107,0
36,0,0,10,45.99,100,0
18,1,3,1,91.94,375,1
70,0,0,15,85.58,150,1
51,0,2,15,73.13,246,1
23,1,4,7,41.1,382,1
45,0,0,21,67.53,386,0
31,0,2,7,77.93,339,0
19,0,2,23,57.61,322,0
25,0,1,4,35.89,311,1
19,1,2,8,76.61,176,1
56,1,1,5,90.27,287,1
61,0,0,23,37.43,488,1
25,0,2,10,62.64,92,1
21,1,0,9,83.49,475,1
41,1,1,2,55.19,183,1
19,1,0,5,59.54,396,0
56,0,1,6,41.73,295,0
35,0,4,15,74.04,384,1
27,0,3,21,92.31,162,0
53,1,2,10,97.34,138,1
50,0,3,24,46.72,80,1
55,1,0,11,82.33,442,1
25,0,2,3,30.5,391,1
40,0,0,10,82.36,72,1
56,0,0,6,92.64,75,0
24,1,1,2,48.15,451,0
31,0,1,6,54.25,83,0
62,0,0,4,45.33,297,1
52,1,0,21,66.58,150,1
68,0,3,17,99.17,444,0
27,1,0,3,42.9,280,1
23,0,3,13,43.26,412,1
28,0,0,12,61.7,62,1
42,0,4,12,30.59,102,1
57,1,0,5,94.26,273,1
32,1,0,13,67.12,160,0
39,1,0,2,57.87,80,1
25,1,2,9,62.32,233,1
53,0,2,20,39.65,296,1
57,0,3,16,51.05,123,0
62,1,0,20,91.12,273,0
63,1,1,15,40.91,248,0
26,1,4,12,65.67,280,0
57,0,4,15,59.95,173,0
22,1,4,5,83.58,334,1
56,1,2,13,47.31,377,1
50,1,3,5,94.79,469,0
68,1,1,4,82.43,112,1
30,0,2,10,41.82,365,1
59,0,0,19,53.11,298,0
41,1,3,13,95.2,251,1
19,1,1,20,68.17,366,0
65,0,4,1,35.41,57,0
67,0,0,6,61.12,359,1
26,1,1,16,59.28,436,1
32,0,2,10,55.35,189,1
38,0,4,24,42.4,162,0
41,1,4,24,40.88,178,0
66,0,1,2,53.59,410,0
35,1,3,7,74.87,326,0
63,1,2,24,35.5,361,1
21,1,3,5,70.42,225,0
65,0,0,18,35.06,221,1
22,1,1,3,50.79,175,1
28,0,0,4,63.16,236,0
22,1,2,10,31.34,60,0
28,0,2,4,78.46,496,1
51,1,4,17,85.1,323,0
47,1,0,16,94.73,437,1
64,1,0,6,71.56,296,0
26,0,0,12,50.6,396,0
62,1,4,3,63.95,211,1
50,1,2,12,61.3,231,0
47,1,3,12,93.42,445,1
47,1,1,1,94.18,280,1
52,1,2,17,61.76,316,1
42,1,4,6,72.31,108,1
22,1,0,15,32.71,421,1
55,0,2,2,72.04,498,0
35,1,0,2,87.14,116,0
69,0,4,15,98.89,316,0
44,1,3,10,44.68,87,0
50,0,2,16,67.91,492,1
30,0,4,22,70.68,75,1
19,0,1,2,38.12,367,0
54,0,3,4,37.07,135,1
31,0,2,18,33.49,56,1
35,0,0,12,50.67,321,0
57,1,4,14,45.31,151,1
31,1,0,19,67.03,417,0
26,1,0,5,98.81,382,1
22,0,4,14,59.21,311,0
42,0,1,24,63.56,220,1
29,1,4,1,53.34,442,1
41,1,3,3,53.8,459,0
18,1,1,7,39.59,224,0
47,1,2,21,54.83,429,0
55,0,1,1,78.27,100,1
68,1,2,17,99.28,286,1
42,0,4,11,84.05,387,0
56,1,1,6,85.03,65,0
25,1,0,24,57.39,327,0
59,0,1,18,55.5,420,0
56,0,1,11,70.01,217,1
57,0,2,14,73.66,487,1
29,1,1,16,81.42,477,0
34,0,1,21,32.92,259,1
48,0,1,21,33.33,136,1
67,0,4,13,89.86,173,1
60,1,2,10,68.28,104,0
32,0,0,2,89.28,292,1
50,0,4,4,35.26,208,1
26,0,0,13,33.3,380,0
63,0,4,9,50.62,226,0
34,0,1,9,96.98,332,0
27,1,3,8,94.48,134,1
66,1,0,11,74.91,175,0
39,1,4,4,63.84,452,1
37,1,0,20,64.61,263,1
22,1,4,17,53.99,243,0
49,0,0,10,97.16,333,1
70,0,2,19,82.38,452,0
67,0,2,6,45.54,63,1
36,0,1,23,93.08,465,0
51,1,1,4,42.82,374,1
35,1,3,11,62.24,429,0
52,0,2,24,30.88,249,0
41,1,1,7,95.15,500,0
37,0,3,23,55.59,163,0
20,0,2,15,69.23,292,1
31,1,1,19,56.22,476,1
54,0,1,2,35.48,105,1
70,1,1,14,35.6,351,0
53,1,3,10,54.11,464,0
22,0,1,9,95.73,192,0
54,0,0,2,36.08,347,1
29,0,3,5,50.81,197,0
54,1,3,21,95.91,157,0
44,1,3,4,39.45,411,0
28,1,0,20,98.98,103,0
59,1,2,8,54.41,236,1
69,1,2,24,79.17,314,0
62,1,2,20,39.71,376,0
29,0,0,19,75.82,484,1
57,1,3,8,31.31,455,1
38,1,0,11,32.71,437,1
55,0,0,1,42.0,210,0
64,1,4,21,74.62,419,0
58,1,2,3,42.6,457,0
27,1,3,16,53.92,337,1
70,0,4,4,70.38,156,1
41,1,4,14,80.66,314,1
45,0,0,5,87.38,354,0
40,0,3,1,46.18,288,1
38,1,2,24,81.2,86,0
21,1,0,7,98.48,222,0
53,0,0,9,94.18,304,1
43,0,4,19,56.07,430,1
31,0,0,3,87.98,432,0
21,0,4,4,65.23,458,0
48,1,2,21,84.32,66,0
37,0,0,3,81.83,311,1
52,0,3,23,36.27,424,1
24,1,0,18,57.29,63,0
33,1,0,6,75.81,324,0
43,1,0,10,65.4,454,0
38,1,3,18,39.18,446,1
28,0,0,11,68.39,146,0
36,1,0,7,45.45,330,1
26,1,4,2,92.06,338,1
51,1,2,13,45.57,302,1
66,0,4,18,43.25,218,0
59,0,0,4,73.0,391,0
35,1,1,17,69.54,67,0
62,1,1,21,42.17,146,1
60,0,1,4,41.4,277,1
26,1,2,5,31.59,98,1
25,1,1,9,98.15,329,0
44,1,1,8,95.33,381,1
50,1,1,18,91.79,479,1
65,0,3,10,44.31,382,1
30,0,1,4,55.11,276,0
56,1,3,16,79.26,448,1
63,0,3,18,90.92,329,1
27,1,0,3,99.53,155,1
33,1,1,13,92.5,129,0
46,0,3,22,72.61,470,1
61,1,0,18,46.73,76,1
55,0,1,16,30.76,161,1
40,0,2,13,56.32,418,1
59,1,1,1,58.68,302,0
62,0,1,15,34.74,308,0
37,0,3,22,35.49,229,0
22,1,2,6,36.53,359,0
49,1,1,4,84.82,164,0
27,0,1,21,93.9,498,1
64,1,2,17,65.87,335,0
45,1,2,24,32.5,428,0
25,0,2,16,85.85,100,0
44,0,4,15,75.53,283,0
56,0,0,13,87.49,436,0
51,0,3,24,33.55,140,0
35,0,4,6,69.65,154,1
62,1,4,18,41.62,80,1
47,1,2,11,31.47,475,0
58,0,0,19,53.58,129,0
30,0,3,12,41.38,317,1
28,0,4,8,37.68,118,0
61,1,1,22,79.07,228,0
34,1,0,18,31.42,149,1
28,1,4,19,79.42,235,1
32,1,1,20,79.22,400,1
46,0,4,18,97.42,413,0
28,1,0,23,93.89,472,0
62,1,3,12,45.09,127,1
41,1,0,16,60.31,479,1
54,0,3,2,39.12,282,1
55,0,4,19,57.08,163,0
34,1,4,21,44.63,191,1
18,1,1,18,99.18,220,1
46,0,3,9,65.02,201,1
54,1,3,23,31.26,402,1
20,0,2,1,71.82,496,0
37,0,2,9,32.99,306,0
30,1,2,2,95.84,77,1
55,0,1,22,74.01,342,0
38,0,1,11,72.47,400,1
21,1,0,10,62.69,299,0
36,1,4,19,91.63,121,0
66,1,2,7,90.87,232,1
28,1,1,20,44.72,257,0
62,0,4,3,60.91,92,0
64,0,1,15,98.47,405,1
62,0,2,8,43.96,410,0
68,1,0,5,93.39,317,1
21,0,3,11,37.98,340,1
36,1,2,20,46.24,170,0
31,1,3,2,91.28,476,1
20,1,4,15,44.82,326,1
61,1,1,1,67.55,213,0
37,0,1,12,95.45,396,0
43,0,4,20,68.43,310,0
22,1,2,14,98.37,227,1
28,0,4,22,89.59,153,1
20,0,1,15,72.94,225,1
20,0,0,12,85.83,244,0
55,0,1,13,70.5,217,1
36,0,2,21,56.43,263,0
70,0,4,7,46.36,131,1
37,1,2,5,31.19,438,0
21,0,1,21,37.24,454,1
35,1,4,23,54.15,348,1
25,0,0,5,78.34,99,1
39,1,2,9,87.31,145,1
30,0,3,7,82.83,183,0
39,1,2,16,39.35,132,0
37,0,4,9,50.66,366,0
67,0,0,17,33.13,432,0
23,0,2,1,73.55,174,0
32,1,2,7,96.39,270,0
51,0,3,10,89.22,236,0
61,1,1,10,64.67,65,1
53,0,4,20,47.42,163,0
22,0,1,8,64.34,487,1
59,1,1,9,66.67,187,0
48,0,3,16,94.56,126,0
52,1,4,9,96.02,163,0
22,1,1,10,44.9,316,1
53,0,3,11,51.26,146,0
46,1,0,18,94.44,109,0
64,1,2,9,34.8,366,0
59,1,2,6,63.84,438,1
44,1,0,14,63.91,423,0
65,0,4,6,57.39,480,0
69,1,1,19,83.26,109,0
50,0,3,1,65.45,215,1
43,0,3,12,36.13,451,0
42,0,0,8,71.66,55,1
44,1,3,24,74.65,233,1
39,1,0,13,71.27,422,0
55,1,3,18,94.0,294,1
23,0,2,8,55.99,135,0
50,1,1,1,55.38,106,1
18,1,3,24,85.04,216,0
54,0,2,16,64.66,78,0
27,0,2,11,44.72,338,0
41,0,2,7,99.53,105,0
42,1,4,5,74.87,278,1
21,0,4,3,60.49,277,1
38,1,3,24,63.87,414,0
30,0,0,4,53.62,181,0
65,1,1,22,73.64,69,0
28,1,1,7,40.71,389,0
43,0,3,23,89.15,298,0
18,1,4,12,44.27,408,0
60,1,2,17,67.18,117,1
62,1,1,12,45.75,327,0
70,1,1,12,43.52,218,1
24,0,4,8,83.86,103,1
24,0,3,7,47.51,496,0
65,1,0,9,49.8,411,1
40,1,3,6,37.38,498,0
65,1,0,1,93.11,481,1
61,1,4,20,87.54,355,0
65,1,1,10,41.65,185,0
39,0,1,1,91.85,191,1
18,0,1,7,95.5,202,0
41,1,2,10,95.93,135,1
18,0,1,22,43.24,79,1
40,0,4,11,43.94,390,0
37,1,1,22,42.08,224,0
47,1,3,6,82.83,197,0
22,1,1,22,72.49,406,0
28,0,0,11,44.78,132,1
20,1,0,12,74.31,445,0
63,0,4,22,92.64,286,0
29,0,1,21,59.77,200,0
38,1,4,1,77.02,279,0
18,0,1,6,97.57,436,0
27,0,4,18,67.78,480,1
46,1,1,11,83.86,402,0
44,1,1,11,96.23,176,0
24,1,0,3,87.32,156,1
57,1,2,17,99.24,258,1
28,0,3,14,81.38,406,1
62,0,4,1,80.47,435,0
57,0,4,6,57.5,437,0
53,0,2,19,73.28,248,0
24,1,1,21,72.17,118,0
44,1,1,8,64.85,267,1
70,1,1,5,95.87,79,0
41,1,0,8,63.37,54,1
20,0,2,13,89.04,438,0
44,0,2,24,85.25,224,1
38,0,1,23,45.2,435,0
37,0,1,18,76.02,216,0
27,0,4,17,39.86,338,1
45,1,2,3,33.01,305,0
56,0,0,7,63.58,320,1
49,0,4,9,68.6,316,1
31,0,2,10,48.08,61,0
34,1,4,7,48.07,257,0
59,1,1,10,40.12,275,0
57,1,0,21,72.5,52,0
70,0,0,14,83.09,318,0
37,0,4,2,68.22,203,0
39,1,0,3,89.2,176,0
50,1,3,24,33.02,68,0
65,0,0,18,98.68,144,0
48,0,2,16,58.14,330,0
30,0,2,20,36.48,488,1
59,1,3,10,37.12,420,1
31,1,0,16,73.86,249,0
33,0,2,21,39.94,260,1
36,0,0,3,76.08,477,0
37,0,0,24,41.08,175,0
40,1,3,9,61.72,239,0
54,1,3,7,94.22,70,0
44,0,2,22,70.04,470,1
52,0,4,21,32.34,430,1
31,1,4,10,45.21,371,0
68,0,2,7,46.29,272,1
44,1,1,9,83.0,380,0
38,1,3,2,86.14,186,0
65,0,4,6,75.99,387,1
63,1,1,18,72.11,64,1
37,0,0,8,98.13,437,0
64,0,3,11,94.4,430,0
44,0,3,8,55.55,444,1
26,1,0,1,32.6,130,0
69,0,0,10,74.43,211,1
23,0,0,5,83.42,367,0
55,1,3,18,71.18,295,1
58,1,2,6,65.9,336,0
63,0,4,19,40.5,326,1
69,1,0,24,87.46,61,0
25,1,3,16,56.89,436,1
49,0,1,10,40.69,462,1
23,1,2,6,84.77,145,0
54,1,2,18,92.83,442,1
22,0,4,3,31.13,433,0
22,1,4,15,88.02,196,1
29,1,1,7,76.43,119,0
62,1,1,14,47.3,67,0
19,0,1,22,65.38,166,0
41,0,2,17,58.86,339,0
58,1,3,2,30.54,430,0
35,0,2,5,84.08,99,1
18,0,3,14,61.28,149,0
29,1,0,20,85.15,402,0
31,0,2,3,58.14,453,0
30,1,2,23,58.5,382,1
28,1,3,16,48.44,315,0
33,1,2,23,59.2,322,1
19,0,4,10,35.94,407,0
35,1,3,11,59.82,169,1
59,0,3,2,75.32,295,1
61,1,1,5,40.69,161,1
69,0,4,22,53.48,439,1
68,1,4,17,45.91,164,1
36,1,0,19,54.89,335,1
35,1,0,22,48.5,176,0
40,1,0,9,90.85,479,1
20,1,3,5,61.95,329,0
50,0,3,3,43.99,229,0
44,0,3,3,45.77,284,0
25,0,1,18,50.57,270,1
23,0,0,16,35.18,287,0
47,0,0,19,38.88,217,1
66,1,3,5,33.14,115,0
53,0,3,7,99.71,298,0
58,1,1,2,97.4,122,1
41,0,4,17,69.3,204,0
31,0,1,15,81.53,219,1
21,1,0,20,47.06,101,1
25,1,0,7,94.91,489,1
26,1,4,7,68.06,159,0
38,1,3,23,34.37,163,1
46,1,3,5,35.78,474,0
59,0,1,19,75.08,178,0
48,0,2,12,45.94,368,0
52,0,4,12,62.27,432,0
46,1,4,19,68.35,179,1
18,1,3,20,92.26,102,0
48,0,0,3,33.55,186,1
63,0,4,12,57.57,234,1
31,0,2,7,51.36,194,1
50,0,3,6,99.16,239,1
56,1,2,22,81.02,344,0
31,1,0,14,70.69,417,0
28,1,0,7,56.0,86,0
28,1,1,13,67.01,121,1
23,0,2,19,99.21,304,0
36,1,3,14,35.45,401,0
19,0,1,7,57.67,375,1
42,1,1,13,63.51,386,1
60,1,0,1,88.16,413,1
48,0,1,23,74.63,148,0
61,1,0,3,77.97,267,1
61,0,4,15,74.47,357,0
47,0,2,19,88.66,269,0
64,0,2,9,55.64,475,1
59,0,2,11,56.52,157,1
57,0,2,19,46.23,260,1
62,0,0,20,48.74,142,0
52,1,2,2,91.98,338,0
24,0,3,7,77.79,471,1
58,0,3,21,63.15,58,1
36,0,4,20,48.59,364,1
32,1,2,3,85.52,247,0
52,0,0,24,72.22,267,1
19,1,3,11,37.04,337,0
42,1,4,8,67.17,162,1
26,0,4,18,63.95,201,1
41,0,2,3,88.27,483,1
64,0,1,4,54.51,137,0
41,1,3,11,97.9,51,1
31,1,3,3,47.26,499,1
37,0,4,21,68.13,355,1
33,0,0,10,68.08,193,0
46,0,4,9,42.56,190,0
18,0,4,5,77.28,254,1
39,0,0,17,62.17,401,1
55,1,3,18,81.71,227,1
70,0,2,15,79.71,283,0
63,1,4,17,39.08,343,1
24,1,3,12,49.86,352,0
61,0,4,4,82.17,326,0
19,1,0,18,56.97,451,1
44,1,2,16,35.47,446,1
29,1,1,8,85.67,367,1
62,0,0,3,48.26,477,0
46,1,1,15,91.81,475,0
19,1,3,24,85.54,255,1
62,1,4,20,50.9,52,0
68,0,4,1,42.01,186,1
46,0,3,8,54.81,149,1
64,0,3,7,37.79,130,0
25,1,0,10,81.88,202,0
38,0,3,21,86.17,134,0
44,1,2,18,85.27,267,0
50,1,3,5,75.53,466,1
42,1,4,12,52.96,153,1
41,1,3,17,56.84,193,1
36,0,2,6,70.76,87,1
54,0,1,2,41.63,171,1
69,0,0,9,68.16,448,0
45,0,3,9,38.06,485,0
24,0,0,15,59.91,223,1
30,1,4,8,87.8,218,1
70,1,3,12,44.21,364,1
57,0,1,9,82.73,82,0
39,0,1,12,87.71,265,0
36,1,0,18,30.35,430,1
61,1,0,17,99.81,353,0
67,0,4,3,41.09,139,0
42,0,4,7,79.49,468,1
58,1,2,18,49.68,245,1
37,0,2,1,69.41,341,1
62,1,2,23,80.26,456,1
69,0,0,13,37.13,471,0
47,1,2,7,67.49,275,0
33,0,4,9,69.65,262,1
65,0,4,17,39.61,430,0
52,1,0,21,72.36,80,0
26,0,0,5,33.6,140,0
62,0,2,4,92.66,195,0
69,1,3,24,58.18,54,1
60,0,1,18,68.19,292,1
52,0,3,6,63.82,65,1
48,1,3,19,73.32,122,0
50,1,1,2,31.41,300,0
26,0,0,5,62.29,329,1
52,1,2,16,83.15,161,0
38,1,0,15,79.62,237,0
49,1,2,24,32.61,221,0
53,0,3,11,64.77,357,0
58,0,4,5,82.62,187,0
44,1,4,20,81.33,470,0
45,1,2,5,93.21,109,0
54,0,0,14,47.39,491,1
67,0,0,5,39.06,153,0
19,0,4,5,83.98,256,0
55,0,0,15,60.26,305,1
22,1,2,2,94.92,191,0
40,0,2,13,33.09,250,1
37,0,3,10,81.33,94,1
50,1,2,5,38.39,370,1
27,0,2,17,35.78,485,0
42,1,3,23,98.78,59,1
26,0,4,17,87.58,472,0
47,0,2,8,75.58,483,0
60,0,3,11,64.67,283,0
35,0,2,5,97.12,146,1
27,1,0,8,32.72,472,1
20,0,1,17,99.18,320,1
32,0,3,20,56.86,479,0
28,0,3,4,85.31,485,1
70,1,0,1,31.81,493,1
33,0,2,4,91.29,343,0
49,1,1,12,82.13,247,1
35,1,2,15,41.86,455,0
70,1,0,4,34.58,318,0
35,0,4,1,94.82,412,1
41,0,2,15,74.36,110,1
23,1,2,2,84.88,497,0
49,0,1,13,54.75,440,1
53,0,4,22,36.59,493,1
39,1,3,13,66.01,354,0
39,0,0,11,98.62,330,0
67,1,0,1,88.99,372,0
39,0,0,16,42.32,118,0
60,0,3,3,75.38,93,1
52,1,4,14,39.02,73,0
53,0,1,19,55.02,54,0
57,1,2,4,33.14,253,0
38,0,2,24,92.29,198,1
35,0,4,7,61.11,286,0
46,0,4,24,90.98,324,0
51,0,3,16,64.09,74,1
23,1,3,19,88.19,139,0
20,0,1,9,82.86,71,0
21,1,4,3,48.21,389,1
59,1,3,13,31.82,463,1
46,1,2,24,55.67,132,1
37,1,3,10,53.39,111,0
27,1,2,22,73.15,498,1
61,1,0,3,52.23,279,0
18,0,1,3,99.67,79,0
57,0,1,6,81.97,493,1
61,0,4,9,45.86,370,1
53,1,1,9,99.35,378,1
41,1,1,6,50.62,78,1
42,1,0,6,71.14,489,1
52,0,4,16,80.68,108,0
31,1,3,16,63.86,71,0
42,1,2,16,91.42,136,0
22,1,1,19,90.33,275,1
31,0,3,4,71.56,380,1
20,1,3,6,97.67,465,1
47,0,0,16,42.46,162,1
64,0,2,16,79.39,335,0
30,0,4,4,56.92,273,0
29,1,3,19,93.6,178,0
68,0,1,11,44.77,393,0
60,1,4,8,63.94,179,0
52,1,0,20,33.18,481,1
40,1,3,6,53.71,127,0
69,0,4,1,78.54,268,1
50,0,0,2,71.52,410,1
57,1,3,15,74.16,371,0
31,1,2,22,60.88,443,1
35,1,3,3,54.06,450,0
69,0,0,1,87.94,251,0
57,1,4,9,79.99,92,0
43,1,1,13,59.77,203,0
31,1,3,18,38.47,184,0
38,0,0,7,49.45,367,0
57,0,2,11,37.97,211,0
50,0,3,13,90.54,302,0
41,1,4,11,42.84,79,1
48,1,4,6,92.12,369,0
43,0,4,8,37.0,428,1
42,1,1,13,43.1,198,0
42,0,2,7,60.87,200,0
21,1,1,7,92.43,437,1
51,1,2,8,81.11,353,0
38,0,2,14,38.67,304,0
48,0,4,12,53.51,141,1
58,1,4,5,74.31,178,0
59,0,2,17,73.44,262,0
